"species";"min_R";"max_R";"year";"plot";"guilds";"intraguild.type";"sp.guild";"guild.num"
"Dilophus_spp";0,0116097081617674;0,797752302441761;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Episyrphus_balteatus";0,0552931444933063;0,717923762334802;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eucera_spp";0,00481356395959399;0,745866140215271;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eupeodes_corollae";0,0262459200918766;0,730170220548328;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lomatia_spp";0,0144752527319004;0,790532753470342;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Melanostoma_spp";0,0356747838120665;0,826858847731755;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";1,93641586758784e-05;0,797964722270077;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Scaeva_spp";0,00942625590155728;0,757377049583863;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,0179567665816423;0,724190860297673;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Anastoechus_spp";0,19591714560317;0,360932991497219;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_argentata";0,193236889578219;0,3583893864537;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_humilis";0,196115398081026;0,370018120512762;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_spp";0,196007201982632;0,370495777612997;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Calliphoridae";0,195775832396039;0,356901097713801;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Cylindromyia_spp";0,196249263848785;0,368791771850845;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Eristalis_spp";0,196006222314913;0,3549237491523;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Eucera_spp";0,195451015107975;0,362203681392998;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Euchloe_crameri";0,194827047839958;0,353438394069931;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Lasiocampa_trifolii";0,195012234650286;0,404948093719453;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_malachurum";0,195665480075535;0,369134374054274;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,195592699925842;0,376471367245973;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Pangonius_spp";0,195731264362653;0,396620477568553;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,194192325530911;0,344298860697054;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_spp";0,195815272580411;0,34862331139345;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Ulidiidae";0,195950880640621;0,361785996188323;"2020";9;"Pollinators";"Mean field";"Pollinators";"one"
"Anastoechus_spp";0;0,573034569169791;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_argentata";0,0286075904516129;0,562297999597915;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_humilis";0,0288576469438935;0,522414034949018;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_spp";0,0319293120951058;0,552664684641161;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Calliphoridae";0,00423552813030919;0,527976718793953;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Cylindromyia_spp";0;0,500130254757978;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Eristalis_spp";0,00276652772077576;0,555106679881796;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Eucera_spp";0,0452102323289619;0,52947873618389;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Euchloe_crameri";0,0117598332054659;0,55926081107881;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Lasiocampa_trifolii";0,0296938336135599;0,543849197667389;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_malachurum";0,025125077742036;0,564221423123602;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0,00847227992234955;0,516376410114467;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Pangonius_spp";0,00762268737263384;0,636686559475775;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";0,00576667528174153;0,573571448928927;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_spp";0,00559461771625678;0,573723246630281;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Ulidiidae";0,00593146994612714;0,526340630521082;"2020";9;"Pollinators";"Resources";"Pollinators";"one"
"Anastoechus_spp";0;0,563345999494104;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_argentata";0,000100819705536559;0,618731634811571;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_humilis";1,63418615600615e-05;0,653286333863686;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_spp";0,00162948718485842;0,598805670361697;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Calliphoridae";0,0127437754562993;0,614429707522788;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Cylindromyia_spp";0;0,569830915206493;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eristalis_spp";0,00229290524005395;0,592677089995875;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eucera_spp";0,000178585582866032;0,621123330578567;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Euchloe_crameri";0,00563864781352807;0,60798799618519;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasiocampa_trifolii";0,00390743174095996;0,594382428879425;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_malachurum";0,000333724584692534;0,567520966080231;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,00957307229680555;0,635924276229906;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Pangonius_spp";0,000493743427095371;0,552437366668728;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,000812771656249115;0,593630889937596;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_spp";9,60632692734027e-05;0,597419263609963;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Ulidiidae";0,011100361633985;0,592451440660101;"2020";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Aelia_spp";0,189603072879526;0,340319802633167;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Aiolopus_strepens";0,189961583563021;0,331790593589612;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Anthaxia_semicuprea";0,189360835451468;0,345404057503153;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Aphis_fabae";0,189792661495141;0,340823296018119;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Brassicogethes_spp";0,189413938713973;0,335700750932662;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Cantharis_coronata";0,189451329763291;0,335346128571592;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Cochlicella_barbara";0,190080676277063;0,327079526963143;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Conocephalus_dorsalis";0,189628399036597;0,329806424356232;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Dociostaurus_jagoi";0,189248437056992;0,34385798174132;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Gryllus_bimaculatus";0,189464300933119;0,385852222614623;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,189596547948292;0,327053201428518;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Lepidoptera_caterpillar";0,189845511784505;0,331853217732116;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Malachius_bipustulatus";0,189747737923233;0,338468905870837;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Mordellidae";0,18926074036058;0,337536030600343;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Oedemeridae";0,189779062955397;0,339016962579644;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Psilothrix_viridicoerulea";0,18940421254475;0,337379725360918;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Tessellana_tessellata";0,189288199764179;0,327437799596229;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Theba_pisana";0,187886081876507;0,325430324813877;"2019";1;"Herbivores";"Mean field";"Herbivores";"one"
"Aelia_spp";0,0793175453321822;0,448275413762518;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Aiolopus_strepens";0,0387959829526881;0,486124112581298;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Anthaxia_semicuprea";0,0768259222460658;0,443782910217056;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Aphis_fabae";0,0822102550458933;0,459779342718027;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Brassicogethes_spp";0,078634422172977;0,435332526367341;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Cantharis_coronata";0,0180869848711459;0,442631264006727;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Cochlicella_barbara";0,0133472992868375;0,418133670817731;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Conocephalus_dorsalis";0,0845510975451318;0,440675276749285;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Dociostaurus_jagoi";0,0345961019840138;0,440466764065177;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Gryllus_bimaculatus";0,0313368950375084;0,426725743584599;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,134756411457713;0,456911190546625;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Lepidoptera_caterpillar";0,146436031600309;0,530178840609403;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Malachius_bipustulatus";0,0926974762210528;0,448746881876161;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Mordellidae";0,0877775357921239;0,430841570605665;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Oedemeridae";0,0792421534886258;0,443576541381216;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Psilothrix_viridicoerulea";0,0933527848384158;0,466245184346793;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Tessellana_tessellata";0,132124072501318;0,473773358006415;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Theba_pisana";0,0414876269201183;0,436853560058046;"2019";1;"Herbivores";"Resources";"Herbivores";"one"
"Aelia_spp";0,0327713937474051;0,541277269112629;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Aiolopus_strepens";0,00656107428383596;0,508397594123956;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Anthaxia_semicuprea";0,0407888263798287;0,496655439574013;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Aphis_fabae";0,00763741676194405;0,52921291627852;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Brassicogethes_spp";0,0544242689184973;0,542445741087255;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Cantharis_coronata";0,0141528633404204;0,492757950270589;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Cochlicella_barbara";0,00256350494917856;0,481202964344025;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Conocephalus_dorsalis";0,0435295889791791;0,485827785051926;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Dociostaurus_jagoi";0,0343079119472959;0,535927551111079;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Gryllus_bimaculatus";0,0128046576426911;0,506616868507777;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,0273763921764083;0,522613257467678;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Lepidoptera_caterpillar";0,0604373019639727;0,5169910583834;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Malachius_bipustulatus";0,068064406572168;0,513076926077937;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Mordellidae";0,0712532595235358;0,543118075520942;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Oedemeridae";0,0477825906281918;0,604922323242262;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Psilothrix_viridicoerulea";0,0660065556383955;0,489831877840237;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Tessellana_tessellata";0,0401196186712751;0,475805118440815;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Theba_pisana";0,0157383996759949;0,486053818491719;"2019";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Aelia_spp";0,189645402602463;0,327164216040343;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Agriotes_spp";0,18999785487666;0,319799025180479;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Aiolopus_strepens";0,189103007996859;0,335406100987964;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Brassicogethes_spp";0,19012647700148;0,3196979415691;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Cicadidae";0,189677200090631;0,331457384727675;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Cochlicella_barbara";0,189484802486772;0,328007622165756;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Conocephalus_dorsalis";0,189804015401213;0,336532200530845;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Cryptocephalus_spp";0,190078185623954;0,329709280724729;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,189623373963682;0,327442896440592;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Malachius_bipustulatus";0,18933195660684;0,322798569946078;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Miridae";0,190178288060222;0,318636975810502;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Mordellidae";0,190042881072833;0,3313736616748;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Oedemeridae";0,189738957176345;0,325808755029775;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Phaedon_spp";0,189754208363201;0,347405944019781;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Psilothrix_viridicoerulea";0,189742217466854;0,326142100640393;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Tessellana_tessellata";0,189827230996793;0,331288233712203;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Theba_pisana";0,189491239032814;0,328357406889853;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Thysanoptera";0,190108814888374;0,331761986968584;"2020";1;"Herbivores";"Mean field";"Herbivores";"one"
"Aelia_spp";0,0889416915489109;0,407089173621343;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Agriotes_spp";0,0121897180718726;0,405983962751814;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Aiolopus_strepens";0,0385400855288416;0,430926644380525;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Brassicogethes_spp";0,0928439237488923;0,437678947335151;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Cicadidae";0,0977016222861698;0,443363449273782;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Cochlicella_barbara";0,00486657927726753;0,416708362173584;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Conocephalus_dorsalis";0,086624249834374;0,419867861937033;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Cryptocephalus_spp";0,0433295579600139;0,410464506053528;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,161066684381973;0,468811784556386;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Malachius_bipustulatus";0,0915769102109535;0,427495348797223;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Miridae";0,0951215751677894;0,411350663809465;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Mordellidae";0,095361509756654;0,437336974435372;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Oedemeridae";0,0862313569610203;0,438806791588595;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Phaedon_spp";0,156971354015374;0,489328051118901;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Psilothrix_viridicoerulea";0,0969168393666923;0,432646736343553;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Tessellana_tessellata";0,156589099027123;0,445782420780232;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Theba_pisana";0,0432455312779084;0,434261663994446;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Thysanoptera";0,151817017501762;0,456970397206613;"2020";1;"Herbivores";"Resources";"Herbivores";"one"
"Aelia_spp";0,0392016239494183;0,448875225214037;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Agriotes_spp";0,00722868358737288;0,441338254152757;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Aiolopus_strepens";0,032317060900333;0,483176392120412;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Brassicogethes_spp";0,0328451792172986;0,461709581071188;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Cicadidae";0,062629471602457;0,55166348694095;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Cochlicella_barbara";0,00261161631789783;0,511937934369877;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Conocephalus_dorsalis";0,0467889816832483;0,516670151313171;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Cryptocephalus_spp";0,02502458683014;0,521857465635197;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Lasiocampa_trifolii_caterpillar";0,02729451056892;0,455225322309277;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Malachius_bipustulatus";0,0385207902264307;0,471936428351776;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
"Miridae";0,0272793219705651;0,523945710881015;"2020";1;"Herbivores";"Resources and 
phenology";"Herbivores";"one"
